station_name,line_code,line_name,deliver_no,customer_code,customer_name,longitude,latitude,order_cycle_type,order_weekday,city_village_code,avg_order_qty,distance_to_平城直送,distance_to_灵丘中转站,distance_to_太原直送,nearest_station,distance_to_station,province,city,district,township,full_address,lon_84,lat_84,grid_id,LonGridCenter,LatGridCenter,group,customer_osmid_mapping,OSM_X,OSM_Y,BB_RETAIL_CUSTOMER_CODE,kmeans_cluster
太原直送,BLFS011,BLFS011,3,140123101177,娄烦***花门市,111.840015,38.15426,1.0,2.0,121.0,14.0,2.3825192169544,2.720348551647384,0.7105387179971331,太原直送,0.7105387179971331,山西省,太原市,娄烦县,静游镇,山西省太原市娄烦县静游镇岚马线,111.83358949181851,38.15379170339557,53_153,111.83449119550936,38.1543007965827,4.0,5236811078.0,111.833533,38.153796,140123101177.0,1
太原直送,CLFS011,CLFS011,30,140123101178,娄烦***门市部,111.746174,37.956322,1.0,3.0,220.0,10.67,2.597144522538937,2.9000340837702256,0.7813177278175671,太原直送,0.7813177278175671,山西省,太原市,娄烦县,米峪镇乡,山西省太原市娄烦县米峪镇乡滨榆线,111.7396236836524,37.95569867352349,37_109,111.74180434403485,37.956450167500094,3.0,7842099473.0,111.708979,37.9309377,140123101178.0,1
太原直送,CLFS011,CLFS011,78,140123101179,娄烦***副食门市,111.719762,38.034144,1.0,3.0,220.0,19.0,2.5510887823895887,2.8837047222357883,0.8097718668625106,太原直送,0.8097718668625106,山西省,太原市,娄烦县,马家庄乡,山西省太原市娄烦县马家庄乡滨河北路,111.71322503888337,38.03355447761557,32_126,111.71283970294904,38.032892456009286,3.0,5234776157.0,111.7119239,38.0328756,140123101179.0,1
太原直送,CLFS011,CLFS011,75,140123101180,娄烦***香门市部,111.717698,38.006973,1.0,3.0,220.0,17.67,2.5738331441445443,2.8989331393773115,0.8102685017480334,太原直送,0.8102685017480334,山西省,太原市,娄烦县,马家庄乡,山西省太原市娄烦县马家庄乡滨榆线大圣堂村委会,111.71116735489386,38.006379948327535,32_120,111.71283970294904,38.005912824770746,3.0,6457154106.0,111.707706,37.99691,140123101180.0,1
太原直送,CLFS011,CLFS011,34,140123101182,娄烦***农家客栈,111.728498,37.965333,1.0,3.0,220.0,17.33,2.600459624600425,2.910591748991944,0.7988414011085038,太原直送,0.7988414011085038,山西省,太原市,娄烦县,米峪镇乡,山西省太原市娄烦县米峪镇乡滨榆线,111.72195820984484,37.9647203050163,34_111,111.72442555938336,37.96544337791294,3.0,2330946368.0,111.7115589,37.9877916,140123101182.0,1
太原直送,ALFS011,ALFS011,86,140123101183,娄烦***军门市,111.81942,38.079913,1.0,1.0,122.0,12.0,2.4542474376511065,2.7744292678156404,0.7157610111126541,太原直送,0.7157610111126541,山西省,太原市,娄烦县,娄烦镇,山西省太原市娄烦县娄烦镇娄烦县机关三幼,111.8129530195016,38.07939197090322,49_136,111.81131948264073,38.07785850807351,4.0,4506900826.0,111.8128636,38.0794387,140123101183.0,1
太原直送,ALFS011,ALFS011,64,140123101184,娄烦***便利店,111.711932,38.031427,1.0,1.0,220.0,15.5,2.558048899183317,2.89186027104284,0.8173848362778657,太原直送,0.8173848362778657,山西省,太原市,娄烦县,马家庄乡,山西省太原市娄烦县马家庄乡滨榆线,111.7054079201702,38.030846430934254,31_126,111.7070467747319,38.032892456009286,3.0,5234776375.0,111.7051802,38.0284025,140123101184.0,1
太原直送,ALFS011,ALFS011,68,140123101185,娄烦***食门市部,111.703377,38.029025,1.0,1.0,220.0,53.67,2.56521690700806,2.9004941836771514,0.8257551706044565,太原直送,0.8257551706044565,山西省,太原市,娄烦县,马家庄乡,山西省太原市娄烦县马家庄乡滨榆线,111.69686945466378,38.028456252286325,29_125,111.69546091829756,38.02839585080286,3.0,5234776384.0,111.6958673,38.028518,140123101185.0,1
太原直送,CLFS011,CLFS011,98,140123101186,娄烦***旭便利,111.796262,38.068081,1.0,3.0,122.0,33.67,2.4776107548267143,2.800409674339096,0.7370673551345239,太原直送,0.7370673551345239,山西省,太原市,娄烦县,娄烦镇,山西省太原市娄烦县娄烦镇北大街娄烦县人民政府,111.789745153864,38.06751807211305,45_134,111.7881477697721,38.068865297660665,3.0,7013194863.0,111.7889489,38.0671547,140123101186.0,1
太原直送,BLFS011,BLFS011,79,140123101188,娄烦***俊副食店,111.797907,38.065182,1.0,2.0,121.0,43.33,2.478936998371078,2.800411656343763,0.7350703994292028,太原直送,0.7350703994292028,山西省,太原市,娄烦县,娄烦镇,山西省太原市娄烦县娄烦镇林业小区涧河公园,111.7913937287018,38.064620954247,46_133,111.79394069798926,38.064368692454245,3.0,4506900107.0,111.7908696,38.0643736,140123101188.0,1
太原直送,BLFS011,BLFS011,81,140123101189,娄烦***烟酒门市,111.797348,38.064934,1.0,2.0,121.0,34.33,2.479471213171468,2.8010201595120647,0.7355943617959572,太原直送,0.7355943617959572,山西省,太原市,娄烦县,娄烦镇,山西省太原市娄烦县娄烦镇滨河北路涧河公园,111.7908336519823,38.06437204852482,45_133,111.7881477697721,38.064368692454245,3.0,4506900107.0,111.7908696,38.0643736,140123101189.0,1
太原直送,DLFS011,DLFS011,7,140123101190,娄烦***良商店,111.856098,37.940487,1.0,4.0,220.0,16.33,2.5465147756816564,2.814847105578558,0.6720282969942534,太原直送,0.6720282969942534,山西省,太原市,娄烦县,天池店乡,山西省太原市娄烦县天池店乡滨榆线,111.8497341355663,37.94000217686601,56_105,111.85186998016084,37.9384637466744,3.0,5234812179.0,111.8492361,37.9403963,140123101190.0,1
